time,count
00:00,82
00:15,85
00:30,107
00:45,130
01:00,81
01:15,83
01:30,94
01:45,135
02:00,74
02:15,87
02:30,98
02:45,133
03:00,77
03:15,79
03:30,95
03:45,124
04:00,91
04:15,85
04:30,88
04:45,103
05:00,118
05:15,108
05:30,76
05:45,109
06:00,94
06:15,71
06:30,52
06:45,60
07:00,66
07:15,62
07:30,64
07:45,70
08:00,68
08:15,99
08:30,129
08:45,138
09:00,82
09:15,111
09:30,151
09:45,174
10:00,99
10:15,129
10:30,167
10:45,195
11:00,120
11:15,140
11:30,159
11:45,153
14:00,148
14:15,137
14:30,121
14:45,124
15:00,150
15:15,125
15:30,98
15:45,97
16:00,146
16:15,90
16:30,69
16:45,66
19:00,83
19:15,80
19:30,67
19:45,70
20:00,59
20:15,59
20:30,72
20:45,83
21:00,50
21:15,45
21:30,72
21:45,101
22:00,66
22:15,49
22:30,67
22:45,109
23:00,101
23:15,82
23:30,103
23:45,159
