time,count
00:00,78
00:15,85
00:30,105
00:45,132
01:00,86
01:15,88
01:30,97
01:45,137
02:00,77
02:15,85
02:30,96
02:45,130
03:00,76
03:15,72
03:30,95
03:45,125
04:00,91
04:15,88
04:30,90
04:45,101
05:00,115
05:15,105
05:30,74
05:45,106
06:00,94
06:15,68
06:30,55
06:45,57
07:00,63
07:15,59
07:30,57
07:45,65
08:00,69
08:15,101
08:30,115
08:45,129
09:00,82
09:15,102
09:30,141
09:45,160
10:00,92
10:15,118
10:30,161
10:45,189
11:00,110
11:15,133
11:30,148
11:45,138
12:00,103
12:15,115
12:30,131
12:45,148
13:00,114
13:15,122
13:30,118
13:45,145
14:00,143
14:15,130
14:30,115
14:45,118
15:00,142
15:15,119
15:30,82
15:45,96
16:00,140
16:15,85
16:30,61
16:45,67
17:00,98
17:15,59
17:30,48
17:45,53
18:00,83
18:15,77
18:30,72
18:45,70
19:00,84
19:15,78
19:30,65
19:45,70
20:00,57
20:15,56
20:30,77
20:45,89
21:00,53
21:15,48
21:30,73
21:45,101
22:00,71
22:15,47
22:30,70
22:45,109
23:00,98
23:15,84
23:30,109
23:45,159
