time,count
00:00,81
00:15,85
00:30,108
00:45,131
01:00,80
01:15,85
01:30,94
01:45,136
02:00,73
02:15,86
02:30,99
02:45,134
03:00,78
03:15,76
03:30,96
03:45,122
04:00,91
04:15,87
04:30,88
04:45,104
05:00,118
05:15,108
05:30,74
05:45,110
06:00,94
06:15,70
06:30,55
06:45,61
07:00,68
07:15,62
07:30,64
07:45,71
08:00,69
08:15,101
08:30,128
08:45,147
09:00,84
09:15,111
09:30,155
09:45,174
10:00,99
10:15,131
10:30,167
10:45,195
11:00,122
11:15,142
11:30,161
11:45,153
14:00,149
14:15,135
14:30,122
14:45,125
15:00,150
15:15,127
15:30,99
15:45,100
16:00,148
16:15,90
16:30,71
16:45,65
19:00,83
19:15,85
19:30,68
19:45,69
20:00,60
20:15,58
20:30,72
20:45,85
21:00,50
21:15,44
21:30,74
21:45,102
22:00,67
22:15,49
22:30,68
22:45,109
23:00,102
23:15,82
23:30,108
23:45,160
