time,count
00:00,77
00:15,86
00:30,104
00:45,132
01:00,84
01:15,88
01:30,97
01:45,137
02:00,78
02:15,85
02:30,95
02:45,129
03:00,76
03:15,73
03:30,94
03:45,127
04:00,91
04:15,87
04:30,91
04:45,103
05:00,114
05:15,107
05:30,74
05:45,108
06:00,95
06:15,69
06:30,53
06:45,58
07:00,64
07:15,60
07:30,60
07:45,66
08:00,72
08:15,102
08:30,121
08:45,128
09:00,84
09:15,102
09:30,141
09:45,162
10:00,92
10:15,121
10:30,159
10:45,192
11:00,112
11:15,135
11:30,150
11:45,138
12:00,106
12:15,118
12:30,135
12:45,150
13:00,115
13:15,125
13:30,118
13:45,147
14:00,145
14:15,128
14:30,117
14:45,119
15:00,143
15:15,122
15:30,86
15:45,98
16:00,144
16:15,84
16:30,59
16:45,67
17:00,106
17:15,58
17:30,47
17:45,54
18:00,87
18:15,76
18:30,70
18:45,70
19:00,84
19:15,79
19:30,69
19:45,71
20:00,57
20:15,55
20:30,77
20:45,90
21:00,52
21:15,46
21:30,74
21:45,100
22:00,71
22:15,47
22:30,70
22:45,110
23:00,98
23:15,83
23:30,106
23:45,157
