time,count
00:00,81
00:15,84
00:30,107
00:45,131
01:00,80
01:15,83
01:30,94
01:45,135
02:00,74
02:15,87
02:30,99
02:45,132
03:00,77
03:15,78
03:30,97
03:45,124
04:00,91
04:15,85
04:30,89
04:45,101
05:00,117
05:15,108
05:30,74
05:45,110
06:00,94
06:15,68
06:30,53
06:45,60
07:00,64
07:15,61
07:30,61
07:45,69
08:00,64
08:15,99
08:30,126
08:45,137
09:00,81
09:15,108
09:30,148
09:45,170
10:00,98
10:15,130
10:30,167
10:45,194
11:00,120
11:15,141
11:30,158
11:45,150
14:00,147
14:15,133
14:30,121
14:45,122
15:00,150
15:15,124
15:30,96
15:45,96
16:00,140
16:15,88
16:30,68
16:45,66
19:00,81
19:15,75
19:30,65
19:45,68
20:00,56
20:15,55
20:30,71
20:45,82
21:00,50
21:15,44
21:30,73
21:45,100
22:00,66
22:15,49
22:30,65
22:45,110
23:00,102
23:15,81
23:30,104
23:45,159
