time,count
00:00,78
00:15,90
00:30,108
00:45,132
01:00,86
01:15,89
01:30,98
01:45,134
02:00,79
02:15,86
02:30,96
02:45,132
03:00,77
03:15,77
03:30,96
03:45,127
04:00,92
04:15,90
04:30,95
04:45,103
05:00,115
05:15,110
05:30,79
05:45,108
06:00,94
06:15,67
06:30,56
06:45,61
07:00,69
07:15,61
07:30,60
07:45,69
08:00,71
08:15,103
08:30,121
08:45,127
09:00,84
09:15,101
09:30,142
09:45,161
10:00,95
10:15,122
10:30,160
10:45,189
11:00,114
11:15,135
11:30,152
11:45,139
12:00,105
12:15,119
12:30,137
12:45,150
13:00,117
13:15,124
13:30,122
13:45,146
14:00,144
14:15,129
14:30,119
14:45,120
15:00,145
15:15,122
15:30,86
15:45,98
16:00,141
16:15,83
16:30,61
16:45,68
17:00,99
17:15,59
17:30,46
17:45,52
18:00,88
18:15,76
18:30,70
18:45,69
19:00,85
19:15,78
19:30,71
19:45,72
20:00,57
20:15,57
20:30,79
20:45,94
21:00,55
21:15,51
21:30,75
21:45,104
22:00,73
22:15,49
22:30,71
22:45,113
23:00,103
23:15,83
23:30,109
23:45,160
