time,count
00:00,82
00:15,84
00:30,106
00:45,130
01:00,80
01:15,83
01:30,93
01:45,132
02:00,73
02:15,87
02:30,97
02:45,132
03:00,76
03:15,78
03:30,95
03:45,123
04:00,91
04:15,84
04:30,87
04:45,103
05:00,115
05:15,108
05:30,73
05:45,109
06:00,94
06:15,68
06:30,51
06:45,59
07:00,60
07:15,58
07:30,57
07:45,68
08:00,64
08:15,93
08:30,125
08:45,136
09:00,80
09:15,109
09:30,149
09:45,171
10:00,97
10:15,127
10:30,166
10:45,193
11:00,120
11:15,140
11:30,158
11:45,150
14:00,146
14:15,134
14:30,119
14:45,121
15:00,147
15:15,121
15:30,93
15:45,93
16:00,139
16:15,84
16:30,65
16:45,64
19:00,80
19:15,69
19:30,62
19:45,67
20:00,53
20:15,55
20:30,69
20:45,83
21:00,49
21:15,44
21:30,72
21:45,100
22:00,66
22:15,49
22:30,67
22:45,109
23:00,101
23:15,81
23:30,103
23:45,159
